hotel_name,location,price,room_type,beds,rating,rating_title,number_of_ratings,per_night,Log_number_of_ratings,Log_price
Dana Hotel & Residences,Riyadh  ,350,Deluxe Double Room,1,8.8,Fabulous,716,1,6.573680166960646,5.857933154483459
Emerald Hotel,Jeddah  ,325,Deluxe King Room,1,8.5,Good,1047,1,6.953684210870537,5.783825182329737
فندق ديار السلام,Madinah,117,Double Room,2,7.2,Good,583,1,6.368187186350492,4.762173934797756
فندق رحيق المدينه,Al Madinah  ,90,Budget Double Room,2,5.1,Very good,87,1,4.465908118654584,4.499809670330265
Signature Al Khobar Hotel,Al Khobar  ,332,Standard  Room,1,7.1,Good,1499,1,7.312553498102598,5.805134968916488
"KAEC, Bay La Sun, Marina 2, Studio with Garden Patio",King Abdullah Economic City  ,570,Family Studio,2,8.8,Fabulous,77,1,4.343805421853684,6.345636360828596
Park Jizan Hotel,Jazan  ,300,Deluxe Room (2 Adults + 1 Child),1,7.8,Good,810,1,6.697034247666484,5.703782474656201
Afaq Jeddah 3,Jeddah  ,160,Budget Double Room,1,7.2,Good,9,1,2.1972245773362196,5.075173815233827
فندق أعيان الششة,Makkah  ,61,Double Room with Private Bathroom,2,6.4,Very good,46,1,3.828641396489095,4.110873864173311
Khaleej ALez Furnished Units,Dammam  ,122,Studio Apartment,3,6.8,Very good,588,1,6.376726947898627,4.804021044733257
الحماد للشقق الفندقية,Jeddah  ,150,King Room,1,7.2,Good,66,1,4.189654742026425,5.0106352940962555
Silent Room 1 By Quiet Rooms,Riyadh  ,183,One-Bedroom Apartment,1,6.8,Very good,446,1,6.100318952020064,5.209486152841421
شاليه فيلا درة العروس,Jeddah ,2000,Two-Bedroom Chalet,9,8.5,Good,77,1,4.343805421853684,7.600902459542082
Chalet Y&M,Ar Rafī‘ah  ,720,One-Bedroom Chalet,4,0.0,Very good,0,1,-inf,6.579251212010101
Al Muhaidb Tahliya (Olaya),Raʼs Munaysif,240,Studio,1,6.3,Very good,598,1,6.393590753950631,5.480638923341991
ستديو القهوة النجدية المزاحمية طريق مكة,Makkah ,144,One-Bedroom Apartment,1,0.0,Very good,0,1,-inf,4.969813299576001
Danat Layalina Apparthotel,Al Namas  ,200,One-Bedroom Apartment,3,7.6,Good,499,1,6.212606095751519,5.298317366548036
OYO 351 Darr Mesk,Hail  ,122,Standard Studio Double,1,5.8,Very good,123,1,4.812184355372417,4.804021044733257
Al Fairouz Resort,Taif ,215,Suite with Balcony,1,7.7,Good,197,1,5.2832037287379885,5.3706380281276624
Grand Star Al Saha Hotel,Jeddah  ,203,Standard Twin Room,1,7.3,Good,249,1,5.517452896464707,5.313205979041787
Silent Room 3 By Quiet Rooms,Riyadh  ,216,Deluxe Suite,2,7.2,Good,307,1,5.726847747587197,5.375278407684165
Mar Al Diyafah,Burayman,210,Economy Double or Twin Room,1,8.4,Good,39,1,3.6635616461296463,5.3471075307174685
OYO 315 Ramz Abha Hotel,Abha  ,126,Standard Studio,1,8.0,Good,1390,1,7.237059026124737,4.836281906951478
OYO 277 Al Tamayoz Al Raqi Furnished Units 3,Jeddah  ,88,Deluxe Studio,2,6.1,Very good,328,1,5.793013608384144,4.477336814478207
Al Naseem Apartments 9,Riyadh  ,44,Twin Room,2,4.8,Very good,26,1,3.258096538021482,3.784189633918261
Jood At Taif residential units,Taif  ,120,Studio Apartment,2,7.0,Good,166,1,5.111987788356544,4.787491742782046
Rest Night Hotel Apartments Wadi Al Dawasir,Wadi Al Dawasir  ,252,Double Room,2,8.1,Good,1233,1,7.117205503164344,5.529429087511423
Royal Nights Chalet,Ad Darb  ,500,Two-Bedroom Chalet,3,5.2,Very good,4,1,1.3862943611198906,6.214608098422191
Comfort Inn AL TAAWON FAMILY ONLY,Riyadh  ,171,Studio,1,5.5,Very good,470,1,6.152732694704104,5.14166355650266
فندق زهرة السعد 6,Makkah  ,100,Deluxe Double Room,1,7.6,Good,107,1,4.672828834461906,4.605170185988092
درة العروس - للعائلات فقط,Jeddah ,650,Three-Bedroom Chalet,6,7.4,Good,55,1,4.007333185232471,6.476972362889683
Seasons Park Hotel,Jeddah,330,Queen Room with Two Queen Beds,2,8.6,Fabulous,1029,1,6.9363427358340495,5.799092654460526
OYO 167 Dar Al Raies Hotel,Makkah  ,91,Standard Studio,1,7.1,Good,852,1,6.747586526829315,4.51085950651685
فندق حياة المدينة,Madinah,108,Deluxe King Room,1,7.0,Good,35,1,3.5553480614894135,4.68213122712422
Al Eairy Apartments- Riyadh 3,Riyadh  ,105,Double or Twin Room,1,5.4,Very good,604,1,6.403574197934815,4.653960350157523
By Quiet Rooms ركن العمر للوحدات السكنية,Riyadh  ,191,Studio,1,6.4,Very good,205,1,5.3230099791384085,5.25227342804663
Samaa Eva Resort,Abha  ,250,Junior Suite,1,8.3,Good,583,1,6.368187186350492,5.521460917862246
Nawazi Al Tawsea,Makkah  ,75,Double Room,2,5.4,Very good,432,1,6.068425588244111,4.31748811353631
Quetzal Aparthotel,Riyadh ,383,Standard Double Room,2,7.9,Good,1773,1,7.480428306074208,5.948034989180646
The origins of Capricorn Arbism 15,Dammam  ,85,One-Bedroom Apartment,2,4.5,Very good,20,1,2.995732273553991,4.442651256490317
نوفا السويدى,Riyadh  ,280,Two-Bedroom Apartment,5,5.3,Very good,23,1,3.1354942159291497,5.634789603169249
Dar Al Janoub Hotel Apartments,Jeddah ,450,Economy Double or Twin Room,1,8.6,Fabulous,940,1,6.84587987526405,6.1092475827643655
غروب الشمس للشقق المفروشه,Jazan  ,150,One-Bedroom Apartment,2,6.4,Very good,13,1,2.5649493574615367,5.0106352940962555
فندق أعيان المعابدة,Makkah  ,59,Double Room with Private Bathroom,2,8.1,Good,35,1,3.5553480614894135,4.07753744390572
TIME Dammam Residence,Dammam  ,238,One-Bedroom Apartment,1,7.9,Good,968,1,6.875232087276577,5.472270673671475
the blue Diamond 17,Dammam  ,69,Economy Triple Room,3,4.6,Very good,17,1,2.833213344056216,4.23410650459726
Armada Hotel Jazan,Jazan ,234,Deluxe Room,1,8.5,Good,1250,1,7.1308988302963465,5.455321115357702
فندق جواد التاج Jawad Al-Taj Hotel,Makkah,157,Economy Double Room,2,6.0,Very good,600,1,6.396929655216146,5.056245805348308
AlMuhaidb Residence Alkhafji,Al Khafji  ,239,Superior Double Room,1,8.4,Good,1252,1,7.132497551660044,5.476463551931511
Al Eairy Apartments - Al Madinah 14,Madinah,65,Double or Twin Room,1,5.9,Very good,1541,1,7.340186835320115,4.174387269895637
AlBaha Palace Furnished Apartment,Al Baha  ,221,Double Room,1,7.6,Good,400,1,5.991464547107982,5.3981627015177525
Holiday Plus Hotel Suites,Jeddah  ,404,Two-Bedroom Apartment,3,8.1,Good,249,1,5.517452896464707,6.0014148779611505
Waqf Al Sherbiny 3,Madinah,100,Standard Studio,1,8.1,Good,296,1,5.69035945432406,4.605170185988092
Radisson Blu Resort Jizan,Jazan  ,534,Standard Room,1,7.6,Good,3436,1,8.142063283104147,6.280395838960195
أزد للشقق الفندقية,Tanomah  ,350,Superior Double or Twin Room with Mountain View,1,9.2,Superb,41,1,3.713572066704308,5.857933154483459
Crown Tower Hotel,Al Jubail  ,257,Standard Double Room,2,8.2,Good,1209,1,7.097548850614793,5.54907608489522
المنتدي,Abha ,75,Deluxe Double Room,1,4.5,Very good,154,1,5.0369526024136295,4.31748811353631
فندق الفيصل,Al Ula  ,250,One-Bedroom Apartment,2,5.9,Very good,12,1,2.4849066497880004,5.521460917862246
Al Denny Aparthotel,Jeddah  ,120,Double Room,1,7.0,Good,749,1,6.618738983517219,4.787491742782046
ضيوف جدة للشقق الفندقية,Jeddah  ,153,Studio,1,7.7,Good,305,1,5.720311776607412,5.030437921392435
ALolayan Plaza Hotel فندق العليان بلازا,Makkah  ,125,Standard  Room,2,7.8,Good,571,1,6.3473892096560105,4.8283137373023015
فندق الميار Almayar hotel,Madinah,210,Deluxe Queen Room,1,8.6,Fabulous,30,1,3.4011973816621555,5.3471075307174685
Methaq Hotel Suites 2,Riyadh ,270,One-Bedroom Suite,1,4.0,Very good,7,1,1.9459101490553132,5.598421958998375
Shataa Alula Apartment,Al Ula  ,350,One-Bedroom Apartment,1,8.3,Good,3,1,1.0986122886681098,5.857933154483459
"Luxury Modern Apartment, Alwaha- للعوائل فقط",King Abdullah Economic City ,891,Two-Bedroom Apartment,5,9.6,Exceptional,20,1,2.995732273553991,6.792344427470809
Najmat Manami Azizyya,Riyadh ,170,One-Bedroom Apartment,1,7.1,Good,111,1,4.709530201312334,5.135798437050262
Fakher Yanbu 3 Furnished Units,Yanbu  ,400,Suite with Sea View,1,7.9,Good,398,1,5.986452005284438,5.991464547107982
Zowar International Hotel,Madinah,159,Standard Twin Room,1,7.0,Good,1668,1,7.419380582918692,5.0689042022202315
Al Farhan Hotel Suites,Al Jubail  ,141,Deluxe Double Room (1 adult + 1 child),1,6.8,Very good,419,1,6.037870919922137,4.948759890378168
Hayah Al Waha Hotel,Madinah,93,Triple Room,3,5.9,Very good,2579,1,7.8551570058813445,4.532599493153256
Gacine Hotel,Madinah,235,Large Twin Room,2,8.9,Fabulous,637,1,6.456769655572163,5.459585514144159
Ramz Al Fakhamah,Taif  ,178,Deluxe King Studio,1,8.6,Fabulous,837,1,6.729824070489475,5.181783550292085
Open ApartHotel,Dammam  ,171,One-Bedroom Apartment,2,5.5,Very good,729,1,6.591673732008658,5.14166355650266
Elite Jeddah Hotel,Jeddah,295,Budget Double Room,2,7.8,Good,1395,1,7.240649694255466,5.68697535633982
Shahad Hotel,Riyadh  ,162,One-Bedroom Apartment,1,7.2,Good,15,1,2.70805020110221,5.087596335232384
Arif Housing Units,Buraydah  ,270,Standard King Room,1,8.7,Fabulous,627,1,6.440946540632921,5.598421958998375
Burj Alhayah Hotel Suites Alfalah,Riyadh  ,220,Studio,1,7.5,Good,731,1,6.594413459749778,5.393627546352362
Burj Al Faris Hotel Apartments,Jeddah  ,196,Studio,1,8.1,Good,923,1,6.827629234502852,5.278114659230517
Al Marwa Rayhaan by Rotana - Makkah,Makkah  ,314,Classic King Room Haram view,1,7.7,Good,8052,1,8.993675786759683,5.749392985908253
فندق سكناي رويالSuknai Royal Hotel,Hail  ,397,Standard King Room,1,8.9,Fabulous,81,1,4.394449154672439,5.983936280687191
Kayan Al Taif Hotel,Taif  ,254,Superior King Room,1,8.5,Good,1221,1,7.107425474110705,5.537334267018537
Four Seasons Stars Aparthotel,Al Jubail  ,140,King Studio,1,8.2,Good,74,1,4.30406509320417,4.941642422609304
المهيدب للوحدات السكنيه - حي البوادي,Jeddah,204,King Studio,1,8.5,Good,103,1,4.634728988229636,5.318119993844216
فندق لافيرا ان Lavera Inn Hotel,Riyadh ,366,Deluxe Double Room,1,8.2,Good,139,1,4.9344739331306915,5.902633333401366
New Suite,Riyadh ,194,Deluxe Room (1 adult + 2 children),1,7.4,Good,127,1,4.844187086458591,5.267858159063328
Lina Park 5,Al Khobar  ,135,One-Bedroom Apartment,1,6.7,Very good,441,1,6.089044875446846,4.90527477843843
Rosa Aparthotel,Buraydah  ,200,Double or Twin Room,1,6.1,Very good,124,1,4.820281565605037,5.298317366548036
Golden Bujari Hotel Al Khamis,Khamis Mushayt  ,523,Junior Suite,1,8.0,Good,523,1,6.259581464064923,6.259581464064923
"Crowne Plaza Jeddah, an IHG Hotel",Jeddah ,435,Standard Double Room,1,8.3,Good,1560,1,7.352441100243583,6.075346031088684
"Crowne Plaza Riyadh - RDC Hotel & Convention, an IHG Hotel",Riyadh  ,795,Deluxe Room with Two Beds - Non-Smoking,2,8.8,Fabulous,2137,1,7.667158255319148,6.678342114654332
"InterContinental Jeddah, an IHG Hotel",Jeddah ,702,Deluxe Room,1,7.9,Good,2785,1,7.932003152361385,6.553933404025811
"Crowne Plaza Riyadh Al Waha, an IHG Hotel",Riyadh  ,420,Superior Room,1,7.5,Good,1717,1,7.448333860897476,6.040254711277414
Gloria Inn Riyadh,Riyadh  ,300,Standard Room,1,8.0,Good,3964,1,8.285008895449879,5.703782474656201
جلنار المدينة,Madinah,210,One-Bedroom Apartment,1,7.7,Good,98,1,4.584967478670572,5.3471075307174685
Al Farhan Dumah Al Jandal,Dawmat al Jandal  ,152,Budget Single Room,1,8.2,Good,104,1,4.6443908991413725,5.0238805208462765
استراحة الشبعان,Shaban  ,150,One-Bedroom Apartment,2,0.0,Very good,0,1,-inf,5.0106352940962555
Areen Jeddah Suites Al Madina Road,Jeddah ,212,Junior Suite,1,7.3,Good,144,1,4.969813299576001,5.356586274672012
Radiha Hotel Suites,Taif ,180,Deluxe King Room,1,7.3,Good,273,1,5.60947179518496,5.19295685089021
إليت الحمراء - فرع الكورنيش,Ar Ruʼays  ,420,Suite with Sea View,2,8.1,Good,158,1,5.062595033026967,6.040254711277414
Sendan Residence,Dammam  ,360,One Bedroom Apartment,2,8.3,Good,2033,1,7.617267813628347,5.886104031450156
Top Stars Hotel,Al Hanakiyah  ,150,Deluxe Double Room with Bath,1,8.8,Fabulous,54,1,3.9889840465642745,5.0106352940962555
أورينتال رزيدنس الدمام,Dammam  ,450,Deluxe Double Room,1,8.5,Good,216,1,5.375278407684165,6.1092475827643655
روز للوحدات السكنيه,Al Thybiyah  ,185,Double or Twin Room with Bathroom,2,8.0,Good,44,1,3.784189633918261,5.220355825078324
كيان للأجنحة الفندقية,Ahad Rafidah  ,325,Deluxe King Room,1,9.3,Superb,130,1,4.867534450455582,5.783825182329737
Le Park Concord Hotel - Turaif,Ţurayf  ,250,Deluxe Suite,1,9.0,Superb,280,1,5.634789603169249,5.521460917862246
فندق كيان,Ahad Rafidah  ,225,Deluxe Double Room,1,8.3,Good,70,1,4.248495242049359,5.41610040220442
Mabiti Alula فندق مبيتي العلا,Al Ula  ,585,Superior Queen Room,1,8.3,Good,58,1,4.060443010546419,6.371611847231857
Alfaw Plaza Hotel,Sharurah ,220,Standard Single Room,1,8.8,Fabulous,67,1,4.204692619390966,5.393627546352362
Crystal Blue Rabigh 2,Rabigh  ,300,Deluxe Double Room (2 Adults + 1 Child),1,8.4,Good,243,1,5.493061443340548,5.703782474656201
ذوق الخيال بإدارة وتشغيل الضيافة بالاس,Jeddah,388,Superior One-Bedroom Apartment,1,8.9,Fabulous,238,1,5.472270673671475,5.961005339623274
Jeddah Seasons Furnished Apartments,Riyadh ,200,Family Suite,1,7.3,Good,98,1,4.584967478670572,5.298317366548036
فندق لؤلؤة المختارون,Riyadh ,60,Twin Room,2,6.0,Very good,18,1,2.8903717578961645,4.0943445622221
Novotel Riyadh Al Anoud,Riyadh  ,360,Superior Queen Room,1,7.2,Good,2943,1,7.987184748233473,5.886104031450156
Centro Waha by Rotana,Riyadh ,450,Standard Twin Room,2,7.5,Good,6614,1,8.796943893541737,6.1092475827643655
Novotel Yanbu Albahr,Yanbu  ,480,Superior Double Room,1,8.0,Good,2591,1,7.85979918056211,6.173786103901937
Mövenpick Hotel City Star Jeddah,Jeddah ,440,Superior King Room,1,8.5,Good,1614,1,7.3864708488298945,6.0867747269123065
"Holiday Inn Meydan, an IHG Hotel",Riyadh,285,Standard Room,1,7.6,Good,2406,1,7.785720896534624,5.652489180268651
"Holiday Inn Riyadh Al Qasr, an IHG Hotel",Riyadh,375,Standard Room,2,7.2,Good,4162,1,8.33375100695358,5.926926025970411
Dar Al Asalah Hotel-Apartments,Hotat bani tamim  ,200,One-Bedroom Apartment,1,7.8,Good,55,1,4.007333185232471,5.298317366548036
Four Points by Sheraton Makkah Al Naseem,Makkah  ,149,King Room,1,8.5,Good,13389,1,9.50218875329738,5.003946305945459
أجنحة سالين - للوحدات السكنية المفروشة,As Suwayfilah,99,Double Room with Private Bathroom,1,5.9,Very good,53,1,3.970291913552122,4.59511985013459
رمال الجزيره,Taif  ,170,One-Bedroom Apartment,1,6.3,Very good,153,1,5.030437921392435,5.135798437050262
M Hotel Makkah by Millennium,Makkah  ,120,Standard Twin Room,2,7.8,Good,5301,1,8.575650760987806,4.787491742782046
Carawan Hotel Jeddah - Al Naeem Near Al Danube Market in Madina Road,Jeddah ,270,Standard Twin Room,2,8.0,Good,1124,1,7.024649030453636,5.598421958998375
نظرة للشقق الفندقية,Al Khobar,436,One-Bedroom Apartment,2,7.9,Good,10,1,2.302585092994046,6.077642243349034
Riyadh Marriott Hotel,Riyadh  ,425,"Guest Room, 1 King",1,7.6,Good,895,1,6.796823718274855,6.052089168924417
Novotel Suites Riyadh Olaya,Riyadh ,400,Junior King Suite,1,7.2,Good,1558,1,7.351158226430694,5.991464547107982
"Holiday Inn Riyadh Izdihar, an IHG Hotel",Riyadh ,325,Standard Double Room - Non-Smoking,1,7.8,Good,1487,1,7.304515946460155,5.783825182329737
Hyatt House Jeddah Sari Street,Jeddah,425,Twin Studio,2,8.4,Good,2287,1,7.734996194022781,6.052089168924417
Sheraton Riyadh Hotel & Towers,Riyadh ,495,"Classic Room, Guest room, 1 Queen",1,8.0,Good,849,1,6.744059186311348,6.20455776256869
Executives Hotel - Olaya,Riyadh,473,Standard King Room,1,7.9,Good,5475,1,8.607947554684701,6.159095388491933
Etlalet Al-Sharm Apartments,Yanbu  ,450,Two-Bedroom Apartment,6,7.8,Good,209,1,5.342334251964811,6.1092475827643655
Lafontaine Jeddah Hotel,Jeddah  ,189,Deluxe Twin Room,2,6.8,Very good,1210,1,7.098375638590786,5.241747015059643
Jabal Omar Hyatt Regency Makkah,Makkah ,600,Twin Room,2,8.4,Good,20622,1,9.93411374607789,6.396929655216146
Lara Al Jawf Hotel Apartments,Arar  ,158,Standard Apartment,2,7.9,Good,283,1,5.645446897643238,5.062595033026967
Golden Tulip Buraidah Al Qassim,Buraydah  ,405,Standard Twin Room,2,7.5,Good,1182,1,7.074963197966044,6.003887067106539
Ibis Jeddah Malik Road,Jeddah,289,Standard Twin Room,2,7.9,Good,2579,1,7.8551570058813445,5.666426688112432
Centro Salama Jeddah by Rotana,Jeddah ,346,Queen Room,1,7.9,Good,3441,1,8.14351740579748,5.846438775057725
"Crowne Plaza Madinah, an IHG Hotel",Madinah,345,Standard Room,1,8.1,Good,3669,1,8.207674424355282,5.84354441703136
JEDDAH PALACE,Jeddah  ,150,Deluxe King Room,1,6.9,Very good,390,1,5.966146739123692,5.0106352940962555
Tulip Inn Al Dar Rawafed,Madinah,280,King Room with City View,1,7.9,Good,2227,1,7.708410667257367,5.634789603169249
"Holiday Inn Jeddah Al Salam, an IHG Hotel",Jeddah  ,301,Leisure King Room with Pool View - Smoking,1,7.4,Good,1913,1,7.556427969440253,5.707110264748875
Seven Garden's Hotel,Taif  ,365,King Studio,1,9.4,Superb,1135,1,7.034387929915503,5.8998973535824915
Glamour Inn جلامور ان,Jeddah,200,Budget Double Room,1,7.0,Good,223,1,5.407171771460119,5.298317366548036
Hayatt International1,Madinah,180,Economy Double Room,2,6.6,Very good,808,1,6.694562058521095,5.19295685089021
Le Meridien Towers Makkah,Makkah ,130,"Diplomatic Room, Twin/Single Beds",2,7.5,Good,4137,1,8.327726166461412,4.867534450455582
Novotel Jeddah Tahlia,Jeddah,396,Superior Double Room with Sofa Bed,1,8.0,Good,2787,1,7.932721027481948,5.981414211254481
"Assila, a Luxury Collection Hotel, Jeddah",Jeddah,950,"Deluxe Guest Room, 1 King, City View",1,8.9,Fabulous,789,1,6.670766320845874,6.856461984594587
M Hotel Al Dana Makkah by Millennium,Makkah ,136,Standard Double Room,1,8.5,Good,1900,1,7.549609165154532,4.912654885736052
Aronani Hotel,Hail ,290,Standard  Room,2,6.9,Very good,914,1,6.81783057145415,5.66988092298052
Nights Jeddah Hotel,Jeddah ,240,Standard King Room,1,7.5,Good,3166,1,8.060224240440958,5.480638923341991
Golden Dune Hotel & Suite,Riyadh  ,359,Superior Double Room,1,8.1,Good,3176,1,8.063377822367027,5.883322388488279
Snood Al Azama Hotel,Makkah  ,85,Double or Twin Room,2,7.3,Good,2776,1,7.9287663216266955,4.442651256490317
Park Inn by Radisson Jeddah Madinah Road,Jeddah,414,Standard Room,1,8.5,Good,1455,1,7.282761179605593,6.025865973825314
Rose White Hotel,Jeddah,325,Double Room,1,8.2,Good,444,1,6.095824562432225,5.783825182329737
Golden Dream Hotel,Khamis Mushayt  ,340,Standard Double Room,1,8.1,Good,366,1,5.902633333401366,5.8289456176102075
"Burj Rafal Riyadh, a Marriott International Hotel",Riyadh  ,1000,"Deluxe, Guest room, 1 King, City view",1,7.9,Good,4620,1,8.438149984075784,6.907755278982137
Patto Suites,Al Baha ,180,Standard Apartment,1,6.7,Very good,1165,1,7.060476365999801,5.19295685089021
"The Ritz-Carlton, Riyadh",Riyadh  ,1400,Deluxe Guest Room With Twin Beds,1,8.6,Fabulous,3335,1,8.112227958349724,7.24422751560335
Dabab Hotel By Warwick,Riyadh ,450,Junior Suite,1,7.5,Good,2881,1,7.9658927350845286,6.1092475827643655
Adagio Jeddah City Center,Jeddah ,349,Double Studio,1,8.4,Good,166,1,5.111987788356544,5.855071922202427
Sukna Almosafer,Unayzah,140,Double Room,1,6.8,Very good,251,1,5.5254529391317835,4.941642422609304
Ramada by Wyndham Hotel Riyadh,Riyadh  ,330,Classic King Room - Smoking,1,7.2,Good,1800,1,7.495541943884256,5.799092654460526
Snood Al salam,Makkah  ,105,Quadruple Room with Bathroom,4,7.7,Good,1976,1,7.588829878307813,4.653960350157523
Makarem Umm Al Qura Hotel,Makkah  ,175,Deluxe Twin Room,2,7.7,Good,6673,1,8.805824812903607,5.1647859739235145
Hilton Riyadh Hotel & Residences,Riyadh  ,750,King Guest Room - Accessible,1,7.5,Good,10004,1,9.21074029199751,6.620073206530356
Hilton Garden Inn Riyadh Olaya,Riyadh ,325,Twin Room Plus,2,7.2,Good,590,1,6.380122536899765,5.783825182329737
فندق قمر جدة Qamar Hotel Jeddah,Jeddah,441,Standard Double Room,2,8.6,Fabulous,207,1,5.332718793265369,6.089044875446846
Taiba Madinah Hotel,Madinah,360,"Superior Room Twin bed, City View",1,8.0,Good,1292,1,7.163946684342547,5.886104031450156
Dist Inn Aparthotel,Hail,480,Penthouse Apartment,1,7.2,Good,816,1,6.704414354964107,6.173786103901937
Elaf Al Mashaer Hotel Makkah,Makkah  ,190,transient single room city view,1,7.5,Good,3944,1,8.279950715722526,5.247024072160486
Shada Hotel Al Shati,Jeddah,572,King Junior Room,1,8.8,Fabulous,1369,1,7.221835825288449,6.349138991379798
DoubleTree by Hilton Hotel Riyadh - Al Muroj Business Gate,Riyadh ,525,King Guest Room,1,7.7,Good,3339,1,8.113426639943654,6.263398262591624
Lamar Ajyad Hotel 2 - Tower B,Makkah  ,131,Deluxe King Room,1,7.8,Good,2571,1,7.852050207265889,4.875197323201151
Wakan Kinan,Jeddah,318,Suite,3,7.6,Good,664,1,6.498282149476434,5.762051382780177
Benzart Hotel Apartments,Ad Dawadimi,260,Deluxe Two-Bedroom Apartment,3,8.5,Good,254,1,5.537334267018537,5.560681631015528
"Prime Hotel - Jeddah, Al Hamra",Jeddah ,350,Junior Suite,1,8.3,Good,4858,1,8.488382109562117,5.857933154483459
Centro Shaheen Jeddah by Rotana,Jeddah,307,Queen Room,1,7.9,Good,3416,1,8.13622555490846,5.726847747587197
Lamar Ajyad Hotel,Makkah,145,Deluxe King Room,1,7.8,Good,2725,1,7.9102237070973445,4.976733742420574
Centro Olaya by Rotana,Riyadh ,490,Queen Room,1,7.9,Good,4132,1,8.326516830239528,6.194405391104672
"Marriott Executive Apartments Riyadh, Convention Center",Riyadh  ,950,One-Bedroom Apartment,1,8.2,Good,1112,1,7.013915474810528,6.856461984594587
VERTA Hotel,Jeddah,405,Executive Suite,1,7.9,Good,1113,1,7.014814351275545,6.003887067106539
Holiday Suites Al Aziziah,Makkah,220,Deluxe Twin Room,2,8.1,Good,10838,1,9.29081375612606,5.393627546352362
Motiara Hotel - La Valle Mall,Riyadh,490,Deluxe King Suite,1,8.1,Good,665,1,6.499787040655854,6.194405391104672
Seven Garden's Palace,Taif,314,Deluxe Room,1,9.3,Superb,875,1,6.774223886357614,5.749392985908253
Ramada by Wyndham Continental Jeddah,Jeddah,350,1 King Bed Superior Room,1,7.9,Good,1633,1,7.398174092970465,5.857933154483459
Le Meridien Makkah,Makkah,330,"Twin Haram View, Guest room, 2 Twin/Single Bed(s), City view",2,7.8,Good,5050,1,8.527143522269405,5.799092654460526
Hyatt Place Riyadh Sulaimania,Riyadh,500,King Room,1,8.6,Fabulous,1196,1,7.086737934510577,6.214608098422191
Marina Hotel,Rayyis,500,Two-Bedroom Apartment,3,8.3,Good,360,1,5.886104031450156,6.214608098422191
Signature Hotel,Jeddah,282,King Room,1,8.8,Fabulous,136,1,4.912654885736052,5.641907070938114
Shada Hotel Salama,Jeddah,401,Standard Queen Room,1,8.9,Fabulous,4798,1,8.47595444339964,5.993961427306569
Marriott Riyadh Diplomatic Quarter,Riyadh,1150,"Deluxe Room, Guest room, 1 King",1,8.4,Good,284,1,5.648974238161206,7.047517221357296
Mövenpick Hotel Jeddah,Jeddah ,333,Classic King Room,1,7.8,Good,3848,1,8.255308811785596,5.808142489980444
Al Waha Palace Hotel,Riyadh ,413,Deluxe King Room,1,7.9,Good,1995,1,7.598399329323964,6.023447592961033
Radisson Blu Hotel Riyadh Qurtuba,Riyadh,650,Standard Room,1,7.9,Good,413,1,6.023447592961033,6.476972362889683
Millennium Makkah Al Naseem,Makkah,143,Standard King Room,1,8.2,Good,5424,1,8.598588829620232,4.962844630259907
Swiss Spirit Hotel & Suites Taif,Taif,179,Large Double Room,1,7.3,Good,776,1,6.654152520183219,5.187385805840755
Grand Plaza Gulf Hotel - Riyadh,Riyadh,800,Executive Suite,1,8.0,Good,3024,1,8.014335737299424,6.684611727667927
Broad ApartHotel,Taif ,759,VIP Suite,1,8.6,Fabulous,781,1,6.660575149839686,6.63200177739563
Golden Tulip Riyadh,Riyadh,450,Classic Rooms King,1,9.3,Superb,146,1,4.983606621708336,6.1092475827643655
Sanam Hotel Suites - Riyadh,Riyadh ,299,Junior Suite,1,7.4,Good,2315,1,7.747164966520335,5.700443573390687
القصر المميز خميس مشيط,Khamis Mushayt,134,Deluxe Double Studio,1,7.9,Good,281,1,5.638354669333745,4.897839799950911
The Ritz-Carlton Jeddah,Jeddah  ,1575,"Deluxe Room, 2 Twin/Single Bed(s), City View",2,9.0,Superb,1340,1,7.200424892944957,7.362010551259734
Al Mutlaq Hotel Riyadh,Riyadh  ,270,Single Room,1,7.8,Good,551,1,6.311734809152915,5.598421958998375
Staytion First - Al Zahra,Jeddah,200,Studio Apartment,1,8.8,Fabulous,972,1,6.879355804460439,5.298317366548036
InterContinental Al Jubail Resort,Al Jubail,899,Standard Double or Twin Room,2,8.2,Good,1968,1,7.584773077612199,6.80128303447162
Riyadh Airport Marriott Hotel,Riyadh,1200,Deluxe Guest Room with Two Double Beds and Courtyard View,1,8.0,Good,1723,1,7.45182223652793,7.090076835776092
شاطئ الحياة للأجنحة الفندقية,Jeddah ,242,Studio,1,8.1,Good,380,1,5.940171252720432,5.488937726156687
فندق زوايا الماسية,Madinah,179,Studio,1,8.7,Fabulous,209,1,5.342334251964811,5.187385805840755
فندق فرج المدينه FARAJ ALMADINA HOTEL,Madinah,187,Budget Double Room,1,9.0,Superb,134,1,4.897839799950911,5.231108616854587
WA Hotel,Jeddah,1320,Deluxe Family Room,2,9.5,Exceptional,15,1,2.70805020110221,7.1853870155804165
"Crowne Plaza Hotel Riyadh Minhal, an IHG Hotel",Riyadh,445,Deluxe King Room - Smoking,1,8.7,Fabulous,1316,1,7.182352111885263,6.09807428216624
Loalat Al Rowdah Family,Jeddah,320,Two-Bedroom Apartment,4,7.8,Good,463,1,6.137727054086234,5.768320995793772
Almasem Luxury Hotel suite 6,Riyadh  ,259,Studio,1,7.6,Good,494,1,6.202535517187923,5.556828061699537
